Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-82668000013,2025-05-19,4169,SUPER QUICK 2 / HUBBELL,1824 HUBBELL AVE,DES MOINES,50317.0,POINT (-93.58672 41.59619),POLK,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12.0,50.0,11.5,17.25,1.0,17.25,0.05,0.01
INV-82672200073,2025-05-19,2527,HY-VEE FOOD STORE #5 (1151) / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315.0,POINT (-93.7189 41.52566),POLK,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,84166,99 BLACKBERRIES,12.0,750.0,7.5,11.25,12.0,135.0,9.0,2.37
INV-82692000005,2025-05-19,5436,SMOKIN' JOE'S #8 TOBACCO AND LIQUOR OUTLET,902 W. KIMBERLY RD STE 55-56,DAVENPORT,52806.0,POINT (-90.58492 41.56041),SCOTT,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15626,JAMESON,12.0,750.0,17.49,26.24,1.0,26.24,0.75,0.19
INV-82686100009,2025-05-19,5662,RIVERSIDE LIQUOR 2 / DAVENPORT,1528 W LOCUST,DAVENPORT,52804.0,POINT (-90.59741 41.53823),SCOTT,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12.0,750.0,8.99,13.49,3.0,40.47,2.25,0.59
INV-82710800010,2025-05-19,4190,FAREWAY STORES #888 / JEFFERSON,1207 N ELM ST,JEFFERSON,50129.0,POINT (-94.37689 42.02665),GREENE,1062400.0,SPICED RUM,260.0,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,12.0,750.0,9.49,14.24,12.0,170.88,9.0,2.37
INV-82695500040,2025-05-19,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241.0,POINT (-91.592 41.68238),JOHNSON,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34008,ABSOLUT SWEDISH VODKA 80PRF,6.0,1750.0,17.99,26.99,24.0,647.76,42.0,11.09
INV-82703500018,2025-05-19,4967,JEFF'S MARKET / BLUE GRASS,"102, W MAYNE ST",BLUE GRASS,52726.0,POINT (-90.76599 41.5094),SCOTT,1031100.0,AMERICAN VODKAS,301.0,FIFTH GENERATION INC,38174,TITOS HANDMADE VODKA,12.0,375.0,5.42,8.13,12.0,97.56,4.5,1.18
INV-82667100011,2025-05-19,4617,LICKETY LIQUOR,2501 HUBBELL AVE,DES MOINES,50317.0,POINT (-93.5702 41.60763),POLK,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34004,ABSOLUT SWEDISH VODKA 80PRF,24.0,375.0,4.99,7.49,6.0,44.94,2.25,0.59
INV-82680900084,2025-05-19,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265.0,POINT (-93.77432 41.56089),POLK,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,86670,JACK DANIELS TENNESSEE HONEY,12.0,750.0,15.91,23.87,12.0,286.44,9.0,2.37
INV-82704400005,2025-05-19,3907,SMOKIN' JOE'S #16 TOBACCO AND LIQUOR OUTLET,1504 PARK AVE,MUSCATINE,52761.0,POINT (-91.03058 41.44258),MUSCATINE,1012100.0,CANADIAN WHISKIES,421.0,SAZERAC COMPANY  INC,12900,CARIBOU CROSSING,3.0,750.0,27.5,41.25,1.0,41.25,0.75,0.19
INV-82695500085,2025-05-19,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241.0,POINT (-91.592 41.68238),JOHNSON,1081200.0,CREAM LIQUEURS,421.0,SAZERAC COMPANY  INC,80458,RYANS CREAM LIQUEUR,6.0,1750.0,11.54,17.31,6.0,103.86,10.5,2.77
INV-82705000003,2025-05-19,5091,KUM & GO #1436 / MUSCATINE,416 CEDAR ST,MUSCATINE,52671.0,POINT (-91.04616 41.42511),MUSCATINE,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8.0,50.0,8.88,13.32,1.0,13.31,0.05,0.01
INV-82708600018,2025-05-19,5804,CASEY'S GENERAL STORE #2030 / CLINTON,1336 CAMANCHE AVE,CLINTON,52732.0,POINT (-90.20072 41.83077),CLINTON,1022100.0,MIXTO TEQUILA,395.0,PROXIMO,89196,JOSE CUERVO ESPECIAL REPOSADO,12.0,750.0,12.0,18.0,12.0,216.0,9.0,2.37
INV-82672200020,2025-05-19,2527,HY-VEE FOOD STORE #5 (1151) / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315.0,POINT (-93.7189 41.52566),POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36306,HAWKEYE VODKA,12.0,750.0,3.5,5.25,12.0,63.0,9.0,2.37
INV-82708300014,2025-05-19,10157,SA TOBACCO LIQUOR MART / CLINTON,320 N 4TH ST,CLINTON,52732.0,POINT (-90.19323 41.84832),CLINTON,1022100.0,MIXTO TEQUILA,395.0,PROXIMO,87403,JOSE CUERVO ESPECIAL SILVER,24.0,375.0,6.53,9.8,24.0,235.2,9.0,2.37
INV-82710900044,2025-05-19,4653,CASEY'S GENERAL STORE #1617 / JEFFERSON,508 N ELM,JEFFERSON,50129.0,POINT (-94.37744 42.02014),GREENE,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,84171,99 BANANAS,48.0,100.0,1.0,1.5,48.0,72.0,4.8,1.26
INV-82672300003,2025-05-19,2561,HY-VEE FOOD STORE (1148) / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321.0,POINT (-93.64348 41.5422),POLK,1032100.0,IMPORTED VODKAS,421.0,SAZERAC COMPANY  INC,34368,FRIS DANISH VODKA,6.0,1750.0,8.49,12.74,300.0,3822.0,525.0,138.69
INV-82711600010,2025-05-19,5563,CASEY'S GENERAL STORE #3082 / CARROLL,510 E HWY 30,CARROLL,51401.0,POINT (-94.86055 42.06404),CARROLL,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12.0,750.0,3.5,5.25,12.0,63.0,9.0,2.37
INV-82711100020,2025-05-19,2671,HY-VEE  /  JEFFERSON,"106, W WASHINGTON ST",JEFFERSON,50129.0,POINT (-94.37572 42.01723),GREENE,1062400.0,SPICED RUM,260.0,DIAGEO AMERICAS,43285,CAPTAIN MORGAN ORIGINAL SPICED PET,12.0,750.0,9.49,14.24,12.0,170.88,9.0,2.37
INV-82694300002,2025-05-19,10578,WILTON'S HOMETOWN MARKET / WILTON,101 EAST 4TH STREET,WILTON,52778.0,POINT (-91.01657 41.58874),MUSCATINE,1012100.0,CANADIAN WHISKIES,421.0,SAZERAC COMPANY  INC,12860,RICH & RARE RESERVE,12.0,750.0,6.5,9.75,1.0,9.75,0.75,0.19
INV-82686800001,2025-05-19,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401.0,POINT (-91.65977 41.9756),LINN,1701100.0,TEMPORARY & SPECIALTY PACKAGES,370.0,PERNOD RICARD USA,15848,RED SPOT,6.0,750.0,149.93,224.9,1.0,224.9,0.75,0.19
INV-82667600023,2025-05-19,4273,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,2800 E UNIVERSITY AVE,DES MOINES,50317.0,POINT (-93.56207 41.60074),POLK,1052100.0,IMPORTED BRANDIES,420.0,MOET HENNESSY USA,48241,HENNESSY VS,12.0,750.0,19.99,29.99,12.0,359.88,9.0,2.37
INV-82703900044,2025-05-19,2573,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761.0,POINT (-91.0365 41.4508),MUSCATINE,1082200.0,IMPORTED SCHNAPPS,421.0,SAZERAC COMPANY  INC,65061,GOLDSCHLAGER CINNAMON SCHNAPPS MINI,10.0,50.0,6.0,9.0,1.0,9.0,0.05,0.01
INV-82677500026,2025-05-19,4070,GRIEDER BEVERAGE DEPOT,708  13TH ST,BELLE PLAINE,52208.0,POINT (-92.27723 41.89707),BENTON,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64866,FIREBALL CINNAMON WHISKEY,12.0,750.0,9.0,13.5,3.0,40.5,2.25,0.59
INV-82709200039,2025-05-19,10241,"FAREWAY STORES, INC. #237 / LE CLAIRE",1301 EAGLE RIDGE ROAD,LE CLAIRE,52753.0,POINT (-90.35968 41.58735),SCOTT,1022200.0,100% AGAVE TEQUILA,35.0,BACARDI USA INC,88296,PATRON SILVER,12.0,750.0,24.99,37.49,2.0,74.98,1.5,0.39
INV-82668000019,2025-05-19,4169,SUPER QUICK 2 / HUBBELL,1824 HUBBELL AVE,DES MOINES,50317.0,POINT (-93.58672 41.59619),POLK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,33467,ABSOLUT LIME,12.0,750.0,8.99,13.49,2.0,26.98,1.5,0.39
INV-82711800006,2025-05-19,6316,BEER THIRTY CARROLL / CARROLL,430 EAST 6TH STREET,CARROLL,51401.0,POINT (-94.86152 42.06419),CARROLL,1051100.0,AMERICAN BRANDIES,85.0,BROWN FORMAN CORP.,52835,KORBEL BRANDY PET,6.0,1750.0,11.5,17.25,6.0,103.5,10.5,2.77
INV-82698700002,2025-05-19,10162,NEWTON MARKET / NEWTON,321 1ST AVENUE WEST,NEWTON,50208.0,POINT (-93.05717 41.69951),JASPER,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,101710,FIREBALL WINDOW BOX MINIS,1.0,50.0,52.4,78.6,1.0,78.6,0.05,0.01
INV-82711900010,2025-05-19,4001,WAL-MART 1787 / CARROLL,2014 KITTY HAWK AVE,CARROLL,51401.0,POINT (-94.89479 42.0798),CARROLL,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19478,MAKERS MARK,6.0,1750.0,34.0,51.0,6.0,306.0,10.5,2.77
INV-82707900017,2025-05-19,4706,WALGREENS #05144 / CLINTON,1905 N 2ND ST,CLINTON,52732.0,POINT (-90.1821 41.86638),CLINTON,1081100.0,COFFEE LIQUEURS,370.0,PERNOD RICARD USA,67526,KAHLUA COFFEE,12.0,750.0,13.99,20.99,4.0,83.96,3.0,0.79
INV-82709600057,2025-05-19,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772.0,POINT (-91.12841 41.77177),CEDAR,1011400.0,TENNESSEE WHISKIES,346.0,OLE SMOKY DISTILLERY LLC,86987,OLE SMOKY SALTY WATERMELON WHISKEY,6.0,750.0,11.0,16.5,3.0,49.5,2.25,0.59
INV-82705100016,2025-05-19,2662,HY-VEE WINE & SPIRITS / MUSCATINE,"522 MULBERRY, SUITE A",MUSCATINE,52761.0,POINT (-91.04435 41.42662),MUSCATINE,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,24457,KESSLER BLEND WHISKEY,12.0,1000.0,7.17,10.76,12.0,129.12,12.0,3.17
INV-82670600005,2025-05-19,2719,HY-VEE FAST AND FRESH / WAUKEE,2855 GRAND PRAIRIE PARKWAY,WAUKEE,50263.0,POINT (-93.85354 41.58181),DALLAS,1031100.0,AMERICAN VODKAS,777.0,"BLUE OX SPIRITS, INC.",36873,BLUE OX VODKA,12.0,750.0,3.73,5.6,24.0,134.4,18.0,4.75
INV-82700700023,2025-05-19,2465,SID'S BEVERAGE SHOP,2727 DODGE ST,DUBUQUE,52003.0,POINT (-90.70516 42.49183),DUBUQUE,1041100.0,AMERICAN DRY GINS,421.0,SAZERAC COMPANY  INC,30057,FLEISCHMANNS GIN,12.0,1000.0,3.5,5.25,12.0,63.0,12.0,3.17
INV-82695300012,2025-05-19,2512,HY-VEE WINE AND SPIRITS #1 (1281) / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT (-91.52938 41.64296),JOHNSON,1031100.0,AMERICAN VODKAS,421.0,SAZERAC COMPANY  INC,35317,BARTON VODKA,12.0,1000.0,3.98,5.97,840.0,5014.8,840.0,221.9
INV-82710800002,2025-05-19,4190,FAREWAY STORES #888 / JEFFERSON,1207 N ELM ST,JEFFERSON,50129.0,POINT (-94.37689 42.02665),GREENE,1012100.0,CANADIAN WHISKIES,421.0,SAZERAC COMPANY  INC,12900,CARIBOU CROSSING,3.0,750.0,27.5,41.25,1.0,41.25,0.75,0.19
INV-82691000087,2025-05-19,10065,MADELLA WINE AND SPIRITS / BETTENDORF,3263 MOENCKS COURT UNIT 3265,BETTENDORF,52722.0,POINT (-90.44919 41.55596),SCOTT,1022200.0,100% AGAVE TEQUILA,395.0,PROXIMO,87511,1800 SILVER,6.0,1000.0,19.0,28.5,6.0,171.0,6.0,1.58
INV-82703000001,2025-05-19,5226,KC BROTHERS,214 MYRTLE ST,DAVENPORT,52802.0,POINT (-90.58918 41.52172),SCOTT,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10.0,50.0,5.76,8.64,2.0,17.28,0.1,0.02
INV-82697600026,2025-05-19,2675,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241.0,POINT (-91.6047 41.72224),JOHNSON,1011100.0,BLENDED WHISKIES,260.0,DIAGEO AMERICAS,25608,SEAGRAMS 7 CROWN,6.0,1750.0,13.99,20.99,6.0,125.94,10.5,2.77
INV-82677800002,2025-05-19,5321,CASEY'S GENERAL STORE # 3513/ BELLE PLAINE,606 13TH ST,BELLE PLAINE,52208.0,POINT (-92.27955 41.89703),BENTON,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11788,BLACK VELVET,6.0,1750.0,11.5,17.25,6.0,103.5,10.5,2.77
INV-82688800015,2025-05-19,5356,CASEY'S GENERAL STORE # 3561/ CEDAR RAPIDS,1532 ELLIS BLVD NW,CEDAR RAPIDS,52405.0,POINT (-91.68215 41.98878),LINN,1031100.0,AMERICAN VODKAS,205.0,E & J GALLO WINERY,36968,NEW AMSTERDAM 80PRF,24.0,375.0,4.0,6.0,24.0,144.0,9.0,2.37
INV-82702300017,2025-05-19,5482,IOWA MINI MART,234 W 3RD ST,DAVENPORT,52801.0,POINT (-90.57658 41.52245),SCOTT,1022200.0,100% AGAVE TEQUILA,395.0,PROXIMO,89206,1800 REPOSADO,12.0,750.0,17.5,26.25,2.0,52.5,1.5,0.39
INV-82679100004,2025-05-19,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314.0,POINT (-93.62003 41.60564),POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421.0,SAZERAC COMPANY  INC,21228,1792 FULL PROOF,6.0,750.0,25.0,37.5,1.0,37.5,0.75,0.19
INV-82669100029,2025-05-19,6338,TOBACCO HUT PLUS US GAS / DES MOINES,3000 SW 9TH STREET,DES MOINES,50315.0,POINT (-93.62614 41.55811),POLK,1051100.0,AMERICAN BRANDIES,205.0,E & J GALLO WINERY,52595,E & J VS PET,12.0,750.0,6.5,9.75,12.0,117.0,9.0,2.37
INV-82709300007,2025-05-19,10453,TJ'S GAS & GRUB / BENNETT,2000 IOWA 130,BENNETT,52721.0,POINT (-90.97518 41.74401),CEDAR,1062500.0,FLAVORED RUM,370.0,PERNOD RICARD USA,42716,MALIBU COCONUT,12.0,750.0,8.99,13.49,3.0,40.47,2.25,0.59
INV-82705500012,2025-05-19,6072,PEARL CITY TOBACCO & LIQUOR OUTLET / MUSCATINE,200 GREEN ST,MUSCATINE,52761.0,POINT (-91.05788 41.41386),MUSCATINE,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,84214,99 CHERRIES,48.0,100.0,1.0,1.5,48.0,72.0,4.8,1.26
INV-82680300001,2025-05-19,10038,KUM & GO #1074 / WDM,330 JORDAN CREEK PARKWAY,WEST DES MOINES,50266.0,POINT (-93.80923 41.56413),DALLAS,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,102286,CROWN ROYAL APPLE AND PEACH MINI,6.0,50.0,10.0,15.0,3.0,45.0,0.15,0.03
INV-82697800020,2025-05-19,2675,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241.0,POINT (-91.6047 41.72224),JOHNSON,1032200.0,IMPORTED FLAVORED VODKA,260.0,DIAGEO AMERICAS,64716,CIROC PEACH,12.0,750.0,16.49,24.74,1.0,24.74,0.75,0.19
INV-82671700041,2025-05-19,4969,LAKE LIQUORS WINE AND SPIRITS,910 N 8TH ST W,CLEAR LAKE,50428.0,POINT (-93.39636 43.14272),CERRO GORDO,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34036,ABSOLUT PEARS,12.0,750.0,8.99,13.49,12.0,161.88,9.0,2.37
INV-82681100097,2025-05-19,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,Unknown,POLK,1022200.0,100% AGAVE TEQUILA,395.0,PROXIMO,87401,JOSE CUERVO ESPECIAL SILVER MINI,12.0,50.0,12.33,18.5,2.0,37.0,0.1,0.02
INV-82706700010,2025-05-19,5102,WILKIE LIQUORS,724 1ST STREET NE,MOUNT VERNON,52314.0,POINT (-91.41231 41.92012),LINN,1041100.0,AMERICAN DRY GINS,368.0,PARK STREET IMPORTS,32314,STILL G.I.N.,6.0,750.0,17.07,25.61,6.0,153.66,4.5,1.18
INV-82698700014,2025-05-19,10162,NEWTON MARKET / NEWTON,321 1ST AVENUE WEST,NEWTON,50208.0,POINT (-93.05717 41.69951),JASPER,1071000.0,COCKTAILS/RTD,421.0,SAZERAC COMPANY  INC,57376,BUZZBALLZ BERRY CHERRY LIMEADE,3.0,1750.0,10.0,15.0,3.0,45.0,5.25,1.38
INV-82690300013,2025-05-19,10573,WILLYS WINE & SPIRITS / BETTENDORF,5287 COMPETITION DRIVE,BETTENDORF,52722.0,POINT (-90.45724 41.59163),SCOTT,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15627,JAMESON,12.0,1000.0,20.98,31.47,96.0,3021.12,96.0,25.36
INV-82691900014,2025-05-19,10323,TOBACCO 4 LESS / DAVENPORT,3545 EASTERN AVENUE,DAVENPORT,52807.0,POINT (-90.55103 41.55643),SCOTT,1022200.0,100% AGAVE TEQUILA,35.0,BACARDI USA INC,88290,PATRON SILVER,12.0,200.0,9.5,14.25,12.0,171.0,2.4,0.63
INV-82675600078,2025-05-19,6236,WESTSIDE SPIRITS / CEDAR RAPIDS,3330 16TH AVE. SW,CEDAR RAPIDS,52404.0,POINT (-91.71556 41.96385),LINN,1031200.0,AMERICAN FLAVORED VODKA,421.0,SAZERAC COMPANY  INC,36576,SVEDKA BLUE RASPBERRY,12.0,750.0,7.5,11.25,2.0,24.0,1.5,0.39
INV-82678700034,2025-05-19,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT (-93.61378 41.60575),POLK,1031200.0,AMERICAN FLAVORED VODKA,259.0,HEAVEN HILL BRANDS,40053,DEEP EDDY LEMON,12.0,750.0,9.5,14.25,72.0,1026.0,54.0,14.26
INV-82703000030,2025-05-19,5226,KC BROTHERS,214 MYRTLE ST,DAVENPORT,52802.0,POINT (-90.58918 41.52172),SCOTT,1022200.0,100% AGAVE TEQUILA,240.0,WILLIAM GRANT & SONS INC,89583,MILAGRO REPOSADO,6.0,750.0,17.5,26.25,3.0,78.75,2.25,0.59
INV-82688900021,2025-05-19,5207,JIM'S FOODS  /  CEDAR RAPIDS,"812, SIXTH  ST SW",CEDAR RAPIDS,52404.0,POINT (-91.67734 41.96798),LINN,1081300.0,AMERICAN CORDIALS & LIQUEURS,421.0,SAZERAC COMPANY  INC,84187,99 CINNAMON,48.0,100.0,1.0,1.5,48.0,72.0,4.8,1.26
INV-82703900039,2025-05-19,2573,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761.0,POINT (-91.0365 41.4508),MUSCATINE,1012200.0,SCOTCH WHISKIES,260.0,DIAGEO AMERICAS,5347,JOHNNIE WALKER RED,12.0,1000.0,17.49,26.24,3.0,78.72,3.0,0.79
INV-82678700050,2025-05-19,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT (-93.61378 41.60575),POLK,1062500.0,FLAVORED RUM,65.0,JIM BEAM BRANDS,44499,CRUZAN MANGO,12.0,750.0,7.0,10.5,12.0,126.0,9.0,2.37
INV-82673500007,2025-05-19,6327,PRIMESTAR / MARENGO,395 WESTERN AVENUE,MARENGO,52301.0,POINT (-92.07436 41.79301),IOWA,1031100.0,AMERICAN VODKAS,260.0,DIAGEO AMERICAS,38008,SMIRNOFF 80PRF PET,6.0,1750.0,14.75,22.13,2.0,44.26,3.5,0.92
INV-82701800003,2025-05-19,5496,DHAKALS LLC,3108 W CENTRAL PARK AVE,DAVENPORT,52804.0,POINT (-90.62028 41.54542),SCOTT,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11776,BLACK VELVET,12.0,750.0,6.0,9.0,12.0,108.0,9.0,2.37
INV-82689400002,2025-05-19,10121,BIG 10 MART #18 / DAVENPORT,5310 CORPORATE PARK DRIVE,DAVENPORT,52807.0,POINT (-90.51747 41.57535),SCOTT,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,102286,CROWN ROYAL APPLE AND PEACH MINI,6.0,50.0,10.0,15.0,2.0,30.0,0.1,0.02
INV-82709600051,2025-05-19,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772.0,POINT (-91.12841 41.77177),CEDAR,1081400.0,AMERICAN SCHNAPPS,434.0,LUXCO INC,81966,ARROW MCDALES BUTTERSCOTCH SCHNAPPS,12.0,750.0,5.0,7.5,3.0,22.5,2.25,0.59
INV-82680900025,2025-05-19,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265.0,POINT (-93.77432 41.56089),POLK,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12.0,50.0,7.0,10.5,12.0,126.0,0.6,0.15
INV-82708500037,2025-05-19,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732.0,POINT (-90.19198 41.83667),CLINTON,1031200.0,AMERICAN FLAVORED VODKA,205.0,E & J GALLO WINERY,36618,NEW AMSTERDAM RASPBERRY,12.0,750.0,8.0,12.0,6.0,72.0,4.5,1.18
INV-82703300009,2025-05-19,4552,CASEY'S GENERAL STORE #2493 / BUFFALO,222 W FRONT ST,BUFFALO,52728.0,POINT (-90.71851 41.45595),SCOTT,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12.0,750.0,9.0,13.5,12.0,162.0,9.0,2.37
INV-82711400001,2025-05-19,5205,GLIDDEN GROCERY,201 IDAHO ST,GLIDDEN,51443.0,POINT (-94.72891 42.05687),CARROLL,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,10550,BLACK VELVET TOASTED CARAMEL,12.0,750.0,6.0,9.0,1.0,9.0,0.75,0.19
INV-82701100002,2025-05-19,6069,BIG 10 MART #12 / DUBUQUE,405 RHOMBERG,DUBUQUE,52001.0,POINT (-90.66639 42.51281),DUBUQUE,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24.0,375.0,8.49,12.74,4.0,50.96,1.5,0.39
INV-82703900005,2025-05-19,2573,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761.0,POINT (-91.0365 41.4508),MUSCATINE,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,10792,CROWN ROYAL VANILLA,12.0,1000.0,20.49,30.74,4.0,122.96,4.0,1.05
INV-82715100004,2025-05-19,4998,LAKE CITY FOOD CENTER,820 E MAIN ST,LAKE CITY,51449.0,POINT (-94.72487 42.26741),CALHOUN,1011200.0,STRAIGHT BOURBON WHISKIES,260.0,DIAGEO AMERICAS,17086,BULLEIT BOURBON,12.0,750.0,17.99,26.99,3.0,80.97,2.25,0.59
INV-82700700027,2025-05-19,2465,SID'S BEVERAGE SHOP,2727 DODGE ST,DUBUQUE,52003.0,POINT (-90.70516 42.49183),DUBUQUE,1032200.0,IMPORTED FLAVORED VODKA,65.0,JIM BEAM BRANDS,35626,PINNACLE WHIPPED,12.0,750.0,6.5,9.75,12.0,117.0,9.0,2.37
INV-82695800030,2025-05-19,3776,WAL-MART 5115 / DAVENPORT,3101 WEST KIMBERLY RD,DAVENPORT,52806.0,POINT (-90.62269 41.55807),SCOTT,1051100.0,AMERICAN BRANDIES,205.0,E & J GALLO WINERY,52582,E & J VSOP,12.0,750.0,7.24,10.86,12.0,130.32,9.0,2.37
INV-82708300004,2025-05-19,10157,SA TOBACCO LIQUOR MART / CLINTON,320 N 4TH ST,CLINTON,52732.0,POINT (-90.19323 41.84832),CLINTON,1031100.0,AMERICAN VODKAS,300.0,MCCORMICK DISTILLING CO.,36903,MCCORMICK 80PRF VODKA,48.0,200.0,1.19,1.79,48.0,85.92,9.6,2.53
INV-82681100005,2025-05-19,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,Unknown,POLK,1012100.0,CANADIAN WHISKIES,421.0,SAZERAC COMPANY  INC,12408,CANADIAN LTD WHISKY,6.0,1750.0,10.0,15.0,6.0,90.0,10.5,2.77
INV-82694000024,2025-05-19,5071,JEFF'S MARKET / DURANT,408 6TH AVE,DURANT,52747.0,POINT (-90.91174 41.60058),CEDAR,1081200.0,CREAM LIQUEURS,300.0,MCCORMICK DISTILLING CO.,65204,TEQUILA ROSE LIQUEUR MINI,6.0,50.0,5.9,8.85,1.0,8.85,0.05,0.01
INV-82691600018,2025-05-19,6287,RIVERSIDE #4 / BETTENDORF,2320 SPRUCE HILLS DRIVE,BETTENDORF,52722.0,POINT (-90.50031 41.54952),SCOTT,1031100.0,AMERICAN VODKAS,229.0,DEHNER DISTILLERY,37257,GOTCHA VODKA,12.0,750.0,3.0,4.5,12.0,54.0,9.0,2.37
INV-82712700020,2025-05-19,5010,SAC CITY FOOD PRIDE,106 S 16TH ST,SAC CITY,50583.0,POINT (-95.00263 42.42243),SAC,1081500.0,TRIPLE SEC,434.0,LUXCO INC,86507,PARAMOUNT TRIPLE SEC,12.0,1000.0,4.09,6.14,3.0,18.42,3.0,0.79
INV-82713700066,2025-05-19,2576,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588.0,POINT (-95.20164 42.6541),BUENA VISTA,1051100.0,AMERICAN BRANDIES,434.0,LUXCO INC,55086,PARAMOUNT BLACKBERRY BRANDY,12.0,750.0,5.75,8.63,4.0,34.52,3.0,0.79
INV-82681100093,2025-05-19,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,Unknown,POLK,1011400.0,TENNESSEE WHISKIES,346.0,OLE SMOKY DISTILLERY LLC,86334,OLE SMOKY AMARETTO WHISKEY,6.0,750.0,11.0,16.5,6.0,99.0,4.5,1.18
